|                                                                            dimensionalCodeFragment                                                                            |   pattern    |
| org.apache.ignite.binary.BinaryRawWriter.writeBoolean                                                                                                                         | compute-sync |
| org.apache.ignite.binary.BinaryRawWriter.writeByte                                                                                                                            | compute-sync |
| org.apache.ignite.binary.BinaryRawWriter.writeInt                                                                                                                             | compute-sync |
| org.apache.ignite.binary.BinaryRawWriter.writeLong                                                                                                                            | compute-sync |
| org.apache.ignite.binary.BinaryRawWriter.writeObject                                                                                                                          | compute-sync |
| org.apache.ignite.binary.BinaryRawWriter.writeString                                                                                                                          | compute-sync |
| org.apache.ignite.binary.BinaryRawWriter.writeUuid                                                                                                                            | compute-sync |
| org.apache.ignite.binary.BinaryTypeConfiguration.getEnumValues                                                                                                                | compute-sync |
| org.apache.ignite.binary.BinaryTypeConfiguration.getIdMapper                                                                                                                  | compute-sync |
| org.apache.ignite.binary.BinaryTypeConfiguration.getNameMapper                                                                                                                | compute-sync |
| org.apache.ignite.binary.BinaryTypeConfiguration.getSerializer                                                                                                                | compute-sync |
| org.apache.ignite.binary.BinaryTypeConfiguration.getTypeName                                                                                                                  | compute-sync |
| org.apache.ignite.binary.BinaryTypeConfiguration.isEnum                                                                                                                       | compute-sync |
| org.apache.ignite.cache.CacheKeyConfiguration.getAffinityKeyFieldName                                                                                                         | compute-sync |
| org.apache.ignite.cache.CacheKeyConfiguration.getTypeName                                                                                                                     | compute-sync |
| org.apache.ignite.cache.affinity.Affinity<Object>.mapKeyToNode                                                                                                                | compute-sync |
| org.apache.ignite.cache.affinity.AffinityFunction.partition                                                                                                                   | compute-sync |
| org.apache.ignite.cache.affinity.AffinityFunction.partitions                                                                                                                  | compute-sync |
| org.apache.ignite.cache.affinity.AffinityFunction.removeNode                                                                                                                  | compute-sync |
| org.apache.ignite.cache.affinity.AffinityKeyMapper.affinityKey                                                                                                                | compute-sync |
| org.apache.ignite.cache.affinity.rendezvous.RendezvousAffinityFunction.<obinit>                                                                                               | compute-sync |
| org.apache.ignite.cache.affinity.rendezvous.RendezvousAffinityFunction.calculateMask                                                                                          | compute-sync |
| org.apache.ignite.cache.affinity.rendezvous.RendezvousAffinityFunction.setPartitions                                                                                          | compute-sync |
| org.apache.ignite.cache.query.AbstractContinuousQuery<>.setIncludeExpired                                                                                                     | compute-sync |
| org.apache.ignite.cache.query.ContinuousQuery<>.setAutoUnsubscribe                                                                                                            | compute-sync |
| org.apache.ignite.cache.query.ContinuousQuery<>.setInitialQuery                                                                                                               | compute-sync |
| org.apache.ignite.cache.query.ContinuousQuery<>.setLocal                                                                                                                      | compute-sync |
| org.apache.ignite.cache.query.ContinuousQuery<>.setLocalListener                                                                                                              | compute-sync |
| org.apache.ignite.cache.query.ContinuousQuery<>.setPageSize                                                                                                                   | compute-sync |
| org.apache.ignite.cache.query.ContinuousQuery<>.setRemoteFilter                                                                                                               | compute-sync |
| org.apache.ignite.cache.query.ContinuousQuery<>.setTimeInterval                                                                                                               | compute-sync |
| org.apache.ignite.cache.query.IndexQueryFailoverTest.destroyIndex                                                                                                             | compute-sync |
| org.apache.ignite.cache.query.Query<>.getPageSize                                                                                                                             | compute-sync |
| org.apache.ignite.cache.query.QueryCursor<>.close                                                                                                                             | compute-sync |
| org.apache.ignite.cache.query.annotations.QuerySqlFunction.alias                                                                                                              | compute-sync |
| org.apache.ignite.cache.query.annotations.QuerySqlFunction.deterministic                                                                                                      | compute-sync |
| org.apache.ignite.cache.store.jdbc.CacheAbstractJdbcStore$EntryMapping.databaseColumns                                                                                        | compute-sync |
