org.apache.ignite.internal.binary.BinaryUtils.doReadObjectArray,2102,For
org.apache.ignite.internal.binary.BinaryUtils.doReadProxy,1622,For
org.apache.ignite.internal.binary.BinaryUtils.doReadStringArray,1432,For
org.apache.ignite.internal.binary.BinaryUtils.doReadTimeArray,1532,For
org.apache.ignite.internal.binary.BinaryUtils.doReadTimestampArray,1507,For
org.apache.ignite.internal.binary.BinaryUtils.doReadUuidArray,1457,For
org.apache.ignite.internal.binary.BinaryUtils.isBinarylizable,2305,For
org.apache.ignite.internal.binary.BinaryUtils.isCustomJavaSerialization,2321,For
org.apache.ignite.internal.binary.BinaryUtils.mergeEnumValues,2685,ForEach
org.apache.ignite.internal.binary.BinaryUtils.mergeEnumValues,2691,ForEach
org.apache.ignite.internal.binary.BinaryUtils.mergeMetadata,1006,ForEach
org.apache.ignite.internal.binary.BinaryUtils.mergeMetadata,1062,ForEach
org.apache.ignite.internal.binary.BinaryUtils.mergeMetadata,1089,ForEach
org.apache.ignite.internal.binary.BinaryUtils.strToUtf8Bytes,2485,For
org.apache.ignite.internal.binary.BinaryUtils.strToUtf8Bytes,2500,For
org.apache.ignite.internal.binary.BinaryUtils.utf8BytesToStr,2400,While
org.apache.ignite.internal.binary.BinaryUtils.utf8BytesToStr,2412,While
org.apache.ignite.internal.binary.BinaryUtils.validateEnumValues,2647,ForEach
org.apache.ignite.internal.binary.BinaryWriterExImpl.doWriteBinaryArray,796,ForEach
org.apache.ignite.internal.binary.BinaryWriterExImpl.doWriteCollection,817,ForEach
org.apache.ignite.internal.binary.BinaryWriterExImpl.doWriteDateArray,702,ForEach
org.apache.ignite.internal.binary.BinaryWriterExImpl.doWriteDecimalArray,654,ForEach
org.apache.ignite.internal.binary.BinaryWriterExImpl.doWriteEnumArray,925,ForEach
org.apache.ignite.internal.binary.BinaryWriterExImpl.doWriteMap,838,ForEach
org.apache.ignite.internal.binary.BinaryWriterExImpl.doWriteObjectArray,768,ForEach
org.apache.ignite.internal.binary.BinaryWriterExImpl.doWriteProxy,965,ForEach
org.apache.ignite.internal.binary.BinaryWriterExImpl.doWriteStringArray,670,ForEach
org.apache.ignite.internal.binary.BinaryWriterExImpl.doWriteTimeArray,734,ForEach
org.apache.ignite.internal.binary.BinaryWriterExImpl.doWriteTimestampArray,718,ForEach
org.apache.ignite.internal.binary.BinaryWriterExImpl.doWriteUuidArray,686,ForEach
org.apache.ignite.internal.binary.BinaryWriterExImpl.writeBytes,1776,For
org.apache.ignite.internal.binary.BinaryWriterExImpl.writeChars,1786,For
org.apache.ignite.internal.binary.BinaryWriterSchemaHolder.build,69,For
org.apache.ignite.internal.binary.BinaryWriterSchemaHolder.write,94,For
org.apache.ignite.internal.binary.BinaryWriterSchemaHolder.write,100,For
org.apache.ignite.internal.binary.BinaryWriterSchemaHolder.write,106,For
org.apache.ignite.internal.binary.BinaryWriterSchemaHolder.write,114,For
org.apache.ignite.internal.binary.BinaryWriterSchemaHolder.write,122,For
org.apache.ignite.internal.binary.BinaryWriterSchemaHolder.write,130,For
org.apache.ignite.internal.binary.builder.BinaryBuilderReader.parseValue,686,For
org.apache.ignite.internal.binary.builder.BinaryBuilderReader.parseValue,709,For
org.apache.ignite.internal.binary.builder.BinaryBuilderReader.parseValue,741,For
org.apache.ignite.internal.binary.builder.BinaryBuilderReader.parseValue,764,For
org.apache.ignite.internal.binary.builder.BinaryBuilderReader.skipValue,328,For
org.apache.ignite.internal.binary.builder.BinaryBuilderReader.skipValue,339,For
org.apache.ignite.internal.binary.builder.BinaryBuilderReader.skipValue,350,For
org.apache.ignite.internal.binary.builder.BinaryBuilderSerializer.writeArray,251,ForEach
org.apache.ignite.internal.binary.builder.BinaryBuilderSerializer.writeArray,267,ForEach
org.apache.ignite.internal.binary.builder.BinaryBuilderSerializer.writeValue,154,ForEach
org.apache.ignite.internal.binary.builder.BinaryBuilderSerializer.writeValue,168,ForEach
org.apache.ignite.internal.binary.builder.BinaryBuilderSerializer.writeValue,226,ForEach
org.apache.ignite.internal.binary.builder.BinaryEnumArrayLazyValue.init,85,For
org.apache.ignite.internal.binary.builder.BinaryLazyArrayList.ensureDelegateInit,66,For
org.apache.ignite.internal.binary.builder.BinaryLazyArrayList.writeTo,145,For
org.apache.ignite.internal.binary.builder.BinaryLazyArrayList.writeTo,160,ForEach
org.apache.ignite.internal.binary.builder.BinaryLazyLinkedList.ensureDelegateInit,68,For
org.apache.ignite.internal.binary.builder.BinaryLazyLinkedList.writeTo,201,For
org.apache.ignite.internal.binary.builder.BinaryLazyLinkedList.writeTo,214,ForEach
org.apache.ignite.internal.binary.builder.BinaryLazyMap.ensureDelegateInit,83,For
org.apache.ignite.internal.binary.builder.BinaryLazyMap.parseMap,64,For
org.apache.ignite.internal.binary.builder.BinaryLazyMap.writeTo,98,For
org.apache.ignite.internal.binary.builder.BinaryLazyMap.writeTo,111,ForEach
org.apache.ignite.internal.binary.builder.BinaryLazySet.init,87,For
org.apache.ignite.internal.binary.builder.BinaryLazySet.writeTo,59,For
org.apache.ignite.internal.binary.builder.BinaryLazySet.writeTo,74,ForEach
org.apache.ignite.internal.binary.builder.BinaryObjectArrayLazyValue.init,75,For
org.apache.ignite.internal.binary.builder.BinaryObjectBuilderImpl.ensureReadCacheInit,510,While
org.apache.ignite.internal.binary.builder.BinaryObjectBuilderImpl.serializeTo,222,ForEach
org.apache.ignite.internal.binary.builder.BinaryObjectBuilderImpl.serializeTo,256,While
org.apache.ignite.internal.binary.builder.BinaryObjectBuilderImpl.serializeTo,306,ForEach
